REF,Company,Location,Review_Date,Bean_Origin,Bar_Name,CocoaPer,Enc_ingr,Characteristics,Rating,ingri
1506,Pitch Dark,U.S.A.,2015,Nicaragua,Johe,80,2,"dry, sandy, earthy, leathery",2.75,"2- B,S"
1506,Pitch Dark,U.S.A.,2015,Nicaragua,Tenor,62,6,"coarse, earthy, metal, sweet",2.5,"3- B,S,C"
1658,Pierre Marcolini,Belgium,2015,Cameroon,"Haut Penja, w/ nibs",70,18,"mild fruit, woody",3.25,"5- B,S,C,V,L"
1454,Peppalo,U.S.A.,2015,Dominican Republic,Dominican Republic,82,6,"coarse, earthy, sweet",3,"3- B,S,C"
1542,Parliament,U.S.A.,2015,Guatemala,"Lachua, Q'egchi families",70,2,"intense, blackberry, acidic",3.5,"2- B,S"
1574,Palette de Bine,Canada,2015,Vietnam,Lam Dong,72,2,"cocoa, melon, dairy",3.75,"2- B,S"
1574,Palette de Bine,Canada,2015,Tanzania,Kokoa Kamili,72,2,"rich cocoa, dried fruit",3.5,"2- B,S"
1570,Palette de Bine,Canada,2015,Trinidad,"San Juan Estate, Gran Couva",70,3,"maple, spicy, cocoa",3.25,"2- B,S*"
1570,Palette de Bine,Canada,2015,Bolivia,"Silvestre, La Paz, Beni",70,2,"slow, sweet, spicy",3.25,"2- B,S"
1598,Ohiyo,U.S.A.,2015,Tanzania,Tanzania,70,6,"sweet,sandy, fruit, pungent",3,"3- B,S,C"
1594,Ohiyo,U.S.A.,2015,Trinidad,"San Juan Estate, Gran Couva",70,6,"off notes, sour, roasty",2.75,"3- B,S,C"
1558,Ocelot,Scotland,2015,Peru,Piura,75,6,"peanut butter, raspberry",4,"3- B,S,C"
1558,Ocelot,Scotland,2015,Congo,Virunga,70,6,"melon, earthy, tobacco",3.75,"3- B,S,C"
1638,Obolo,Chile,2015,Peru,"Pangoa, w/ nibs",70,2,"creamy, roasty, mild grape",3.75,"2- B,S"
1470,Nuance,U.S.A.,2015,Dominican Republic,La Red,70,2,"rich, mild smoke, red fruit",3.75,"2- B,S"
1454,Nuance,U.S.A.,2015,Ghana,"Ghana, 2013, batch 3581",70,2,"rich, cherry, smoke, cocoa",3.75,"2- B,S"
1458,Nuance,U.S.A.,2015,Madagascar,"Sambirano Valley, 2012, batch 3062",70,2,"fruity, sour, high astringent",3.5,"2- B,S"
1458,Nuance,U.S.A.,2015,Venezuela,"Canoabo, 2013, batch 2642",70,2,"intense, slightly burnt",3,"2- B,S"
1458,Nuance,U.S.A.,2015,Ecuador,"Ecuador, 2013",70,2,"earthy, roasted nuts",2.75,"2- B,S"
1526,Nibble,U.S.A.,2015,Peru,Tumbes,72,2,"molasses, malt, raisin",3,"2- B,S"
1526,Nibble,U.S.A.,2015,Madagascar,"Ambanja, Sambirano Valley",72,2,"molasses, bright fruit",3,"2- B,S"
1526,Nibble,U.S.A.,2015,Dominican Republic,Elvesia P.,72,2,"molasses, rum, tea",2.75,"2- B,S"
1526,Nibble,U.S.A.,2015,Venezuela,Patanemo,72,2,"molasses, nut, roasty, bitter",2.25,"2- B,S"
1462,Muchomas (Mesocacao),U.S.A.,2015,Nicaragua,Nicaragua,80,6,"sweet, rich",3.5,"3- B,S,C"
1462,Muchomas (Mesocacao),U.S.A.,2015,Nicaragua,Nicaragua,70,6,"grassy, spicy, sweet",3.5,"3- B,S,C"
1618,Molucca,U.S.A.,2015,Peru,Peru,70,2,"dry, nutty, fruity",3.25,"2- B,S"
1614,Molucca,U.S.A.,2015,Dominican Republic,La Red,70,2,"overly intense, tart, red fruit",3,"2- B,S"
1618,Molucca,U.S.A.,2015,Indonesia,Indonesia,70,2,"intense, smokey, floral",2.75,"2- B,S"
1626,Mission,Brazil,2015,Brazil,"Bahia, Fazenda Venturosa",70,2,"coarse, smokey, citrus",3.5,"2- B,S"
1490,Middlebury,U.S.A.,2015,Venezuela,"Patanemo, Epoch, Donaldo",75,6,"nutty, grassy, woody",3.75,"3- B,S,C"
1490,Middlebury,U.S.A.,2015,Dominican Republic,Oko Caribe,75,6,"spicy, rich, mint",3.75,"3- B,S,C"
1538,Middlebury,U.S.A.,2015,Nicaragua,"Matagalpa, Cacao Bisiesto",70,6,"rum, herbal, rich",3.5,"3- B,S,C"
1490,Middlebury,U.S.A.,2015,Trinidad,San Juan Estate,70,6,"black pepper, dairy",3.5,"3- B,S,C"
1490,Middlebury,U.S.A.,2015,Belize,Maya Mountain,80,6,"woody, lemon, mild bitter",3.5,"3- B,S,C"
1538,Middlebury,U.S.A.,2015,Tanzania,Kokoa Kamili,75,6,"banana, melon, fatty",3.25,"3- B,S,C"
1688,Metropolitan,Amsterdam,2015,Blend,South America,70,8,"accesible, simple cocoa note",3.5,"3- B,S,V"
1494,Mesocacao,Honduras,2015,El Salvador,El Salvador,70,6,"dairy, caramel",3,"3- B,S,C"
1494,Mesocacao,Honduras,2015,El Salvador,El Salvador,80,6,"fatty, bitter, woody, roasty",2.75,"3- B,S,C"
1450,Mast Brothers,U.S.A.,2015,Tanzania,Tanzania,74,2,"green, vegetal, mild spice",3.25,"2- B,S"
1450,Mast Brothers,U.S.A.,2015,Guatemala,Guatemala,76,2,"mild bitter, citrus, intense",3,"2- B,S"
1650,Marou,Vietnam,2015,Vietnam,"Dak Lak, Batch 2451",70,2,spicy and fragrant,3.75,"2- B,S"
1650,Marou,Vietnam,2015,Vietnam,Ben Tre,68,2,"roasty, rich, coffee, nut",3.5,"2- B,S"
1650,Marou,Vietnam,2015,Vietnam,"Tan Phu Dong Island, Heart of Darkness",85,2,"long, mild honey, rich cocoa",3.25,"2- B,S"
1634,Map Chocolate,U.S.A.,2015,Honduras,Le Chocolat Chaud,78,6,"grassy, woody, sweet",3.5,"3- B,S,C"
1606,Map Chocolate,U.S.A.,2015,Peru,"Tumbes, Dear Mr. Finley, 2014",68,6,"lemon, spicy, cocoa",3.5,"3- B,S,C"
1606,Map Chocolate,U.S.A.,2015,Nicaragua,"A case of the Xerces Blues, triple roast",70,6,"rich, bright fruit",3.5,"3- B,S,C"
1478,Map Chocolate,U.S.A.,2015,Ecuador,Ecuador,70,6,"coarse, floral, rum",3.5,"3- B,S,C"
1474,Map Chocolate,U.S.A.,2015,Peru,"Maranon, 2014",62,6,"delicate, caramel, peanut",3.5,"3- B,S,C"
1474,Map Chocolate,U.S.A.,2015,Dominican Republic,"ROIG, 2014",70,6,"fruity, tangy, cocoa",3.5,"3- B,S,C"
1610,Map Chocolate,U.S.A.,2015,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",72,6,"sweet, fatty, roasty",3,"3- B,S,C"
1610,Map Chocolate,U.S.A.,2015,Colombia,Colombia,75,6,"roasty, coffee, rubber",2.75,"3- B,S,C"
1606,Map Chocolate,U.S.A.,2015,Trinidad,"San Juan Estate, Cherry Blossoms at Night",70,6,"heavy roast, few grits, rich",2.75,"3- B,S,C"
1522,Manoa,U.S.A.,2015,Costa Rica,Coto Brus,72,6,"dried fruit, balanced, cocoa",3.75,"3- B,S,C"
1522,Manoa,U.S.A.,2015,Papua New Guinea,Markham Valley,72,6,"smoke, fruit",3.5,"3- B,S,C"
1446,Mana,U.S.A.,2015,Ecuador,"Ecuador, batch 1212",74,2,"soil, wet, off notes",2.5,"2- B,S"
1502,Love Bar,U.S.A.,2015,Nicaragua,Nicaragua,75,2,"multiple off flavors, metallic",2,"2- B,S"
1566,Letterpress,U.S.A.,2015,Tanzania,Kokoa Kamili,70,2,"subtle, spicy, banana",3.5,"2- B,S"
1562,Letterpress,U.S.A.,2015,Trinidad,"San Juan Estate, Gran Couva",70,2,"cocoa, spice, fruit",3.5,"2- B,S"
1566,Letterpress,U.S.A.,2015,Dominican Republic,"La Red, Guaconejo",70,2,"red fruit, brownie",3.25,"2- B,S"
1562,Letterpress,U.S.A.,2015,Bolivia,Beniamo,70,2,"dried fruit, nutty, mushroom",3.25,"2- B,S"
1566,Letterpress,U.S.A.,2015,Costa Rica,San Andres,70,2,"roasty, black pepper, woody",3,"2- B,S"
1642,Laia aka Chat-Noir,France,2015,Vietnam,"Lam Dong, Batch 153",75,13,"creamy, mild honey, floral",3.75,"4- B,S,C,L"
1638,Laia aka Chat-Noir,France,2015,Sao Tome,"Sao Tome, Batch 151",75,13,"rich, roasty, nutty, smoke",3.5,"4- B,S,C,L"
1642,Laia aka Chat-Noir,France,2015,Brazil,"Bahia, Batch 148",75,13,"smokey, rich cocoa, spice",3.25,"4- B,S,C,L"
1590,Laia aka Chat-Noir,France,2015,Peru,"Peru, Batch 51/100",75,13,"sandy, fatty, roasty, fruit",3.25,"4- B,S,C,L"
1594,Laia aka Chat-Noir,France,2015,Ivory Coast,"Ivory Coast, Batch 56/100",75,13,"roasty, nutty, rich cocoa",3,"4- B,S,C,L"
1590,Laia aka Chat-Noir,France,2015,Cuba,"Cuba, Batch 59/100",75,13,"slight burnt, astringent, fruit",3,"4- B,S,C,L"
1590,Laia aka Chat-Noir,France,2015,Vietnam,"Vietnam, Batch 50/100",75,13,"gritty, roasty, waxy, off",2.75,"4- B,S,C,L"
1590,Laia aka Chat-Noir,France,2015,Madagascar,"Madagascar, Batch 59/100",75,13,"roasty, sour, cardboard",2.75,"4- B,S,C,L"
1598,Arete,U.S.A.,2015,Nicaragua,Chuno,70,2,"creamy,sticky, peanut butter",4,"2- B,S"
1598,Arete,U.S.A.,2015,Belize,Maya Mountain,70,2,"floral, strawberry, metallic",3.75,"2- B,S"
1534,Arete,U.S.A.,2015,Ecuador,"Puerto Quito, heirloom",70,2,"spicy, cocoa",3.75,"2- B,S"
1602,Arete,U.S.A.,2015,Ecuador,Camino Verde,75,6,"intense, floral, bourbon",3.5,"3- B,S,C"
1598,Arete,U.S.A.,2015,Dominican Republic,Oko Caribe,70,2,"spicy, brownie, nutty",3.5,"2- B,S"
1534,Jordis,Czech Republic,2015,Madagascar,Madagascar,63,2,"off note, vanilla, basic cocoa",2.75,"2- B,S"
1534,Arete,U.S.A.,2015,Peru,Nacional,68,2,"floral, nutty, rich cocoa",3.5,"2- B,S"
1542,Izard,U.S.A.,2015,Belize,"Maya Mountain, Toledo, Batch 29",70,2,"intense, cherry, rich, metallic",3.5,"2- B,S"
1546,Izard,U.S.A.,2015,Dominican Republic,"Elvesia P., Batch 32",70,2,"intense, molasses, fruit",2.75,"2- B,S"
1534,Arete,U.S.A.,2015,Brazil,Fazenda Camboa,70,2,"creamy, rich, rum, roasty",3.5,"2- B,S"
1602,Arete,U.S.A.,2015,Guatemala,Guatemala,70,2,"strawberry, butterscotch, off",3.25,"2- B,S"
1542,Hummingbird,Canada,2015,Vietnam,Lam Dong,70,6,"spicy, mild roasty",3.5,"3- B,S,C"
1602,Arete,U.S.A.,2015,Brazil,Fazenda Camboa,75,2,"floral, chemical off",2.75,"2- B,S"
1654,Hotel Chocolat,U.K.,2015,St. Lucia,"Pepiniere, single Cote",70,2,"smoke, cocoa, fruit, fuel",2.75,"2- B,S"
1466,Holy Cacao,Israel,2015,Venezuela,Mara,70,13,"muted, fatty, nutty",3.5,"4- B,S,C,L"
1466,Holy Cacao,Israel,2015,Trinidad,Gran Couva,70,13,"creamy, nutty, tea, fatty",3.5,"4- B,S,C,L"
1466,Holy Cacao,Israel,2015,Madagascar,Sambirano,70,13,"rich cocoa, fatty",3.5,"4- B,S,C,L"
1466,Holy Cacao,Israel,2015,Ecuador,"Camino Verde P., Balao, Guayas",70,13,"floral, roasty, coffee",3.5,"4- B,S,C,L"
1550,hexx,U.S.A.,2015,Peru,Peru,70,3,"palm, spicy, flour",3.25,"2- B,S*"
1550,hexx,U.S.A.,2015,Ecuador,Ecuador,73,3,"floral, palm, sour",3.25,"2- B,S*"
1546,hexx,U.S.A.,2015,Venezuela,Venezuela,70,3,"intense, palm, nutty",3,"2- B,S*"
1546,hexx,U.S.A.,2015,Madagascar,Madagascar,74,3,"sandy, tart, tangy, palm",3,"2- B,S*"
1546,hexx,U.S.A.,2015,Tanzania,Tanzania,70,3,"intense, palm, earthy",2.75,"2- B,S*"
1462,hello cocoa (now Markham & Fitz),U.S.A.,2015,Venezuela,Venezuela,74,6,"sandy, sweet, mild fruit",3.5,"3- B,S,C"
1458,hello cocoa (now Markham & Fitz),U.S.A.,2015,Uganda,Uganda,57,6,"too sweet, spicy, candied",2.75,"3- B,S,C"
1700,Harper Macaw,U.S.A.,2015,Brazil,"Vale do Juliana E., Atlantic Forest",74,6,"rich chocolate, sandy texture",3.5,"3- B,S,C"
1700,Harper Macaw,U.S.A.,2015,Brazil,"Tome Acu E., Amazon Rainforest",77,6,"rich chocolate, sweet edge",3.5,"3- B,S,C"
1696,Harper Macaw,U.S.A.,2015,Brazil,Brazil Blend,67,6,"sandy, sweet, dried fruit",3,"3- B,S,C"
1602,Guittard,U.S.A.,2015,Blend,"Epique, Blend No. 49",70,18,"nutty, black licorice",3.75,"5- B,S,C,V,L"
1672,Glennmade,U.S.A.,2015,Brazil,Bahia,66,2,"mild woody, black licorice",3,"2- B,S"
1642,Georgia Ramon,Germany,2015,Ghana,ABOCFA Coop,70,13,cocoa and coconut,4,"4- B,S,C,L"
1646,Georgia Ramon,Germany,2015,Madagascar,Akesson P.,75,13,"red fruit, tart, fat, leathery",3.5,"4- B,S,C,L"
1646,Georgia Ramon,Germany,2015,Dominican Republic,Conacado Coop,80,13,"deep cocoa, fruit, spice",3.5,"4- B,S,C,L"
1646,Georgia Ramon,Germany,2015,Dominican Republic,Conacado Coop,70,13,"sticky, spice, roasty, earthy",3.5,"4- B,S,C,L"
1642,Georgia Ramon,Germany,2015,Madagascar,Akesson P.,65,13,"sandy, sweet, candy tart",3.25,"4- B,S,C,L"
1680,Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,85,6,"oily, spicy, sour",3.25,"3- B,S,C"
1680,Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,60,6,"oily, sweet, dairy, bland",3,"3- B,S,C"
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Peru,Peru,70,2,"banana, yogurt, cocoa",4,"2- B,S"
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Madagascar,Madagascar,70,2,"strong fruit, ham, deep cocoa",3.5,"2- B,S"
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Belize,Belize,70,2,"spice, fatty, mild cocoa",3.5,"2- B,S"
1387,Fresco,U.S.A.,2014,Peru,"Maranon, #230, DR, LC",70,6,"slow develop, caramel, roasty",3.5,"3- B,S,C"
1383,Fresco,U.S.A.,2014,Peru,"Maranon, #229, MR, LC",70,6,"fruity, floral, caramel",3.5,"3- B,S,C"
1383,Fresco,U.S.A.,2014,Peru,"Maranon, #227, LR, MC",70,6,"orange, mellow but flavorful",3.5,"3- B,S,C"
1383,Fresco,U.S.A.,2014,Peru,"Maranon, #228, MR, SC",70,6,"light color, leathery flavor",3,"3- B,S,C"
1295,French Broad,U.S.A.,2014,Nicaragua,Matagalpa,68,2,"sweet, tobacco",3.25,"2- B,S"
1209,French Broad,U.S.A.,2014,Costa Rica,San Andres,80,2,"mild bitter, roasty, red berry",3,"2- B,S"
1351,Frederic Blondeel,Belgium,2014,Madagascar,Madagascar,65,13,banana,3.5,"4- B,S,C,L"
1351,Frederic Blondeel,Belgium,2014,Ghana,Ghana,60,13,"coarse, hazelnut, peanut",3.5,"4- B,S,C,L"
1355,Franceschi,Venezuela,2014,Venezuela,"Ocumare, batch 210414",70,6,"caramel, dairy",3.75,"3- B,S,C"
1355,Franceschi,Venezuela,2014,Venezuela,"Choroni, batch 210414",70,6,"intense, tobacco, nuts",3.5,"3- B,S,C"
1267,Forever Cacao,U.K.,2014,Peru,Rio Eni,72,4,"coconut, true to sugar bar",2.75,"3- B,S*,C"
1283,Finca,U.S.A.,2014,Dominican Republic,Dominican Republic,70,6,"sandy, sweet, mild fruit",3.25,"3- B,S,C"
1283,Finca,U.S.A.,2014,Dominican Republic,Dominican Republic,80,6,"molasses, licorice, bitter",3,"3- B,S,C"
1287,Finca,U.S.A.,2014,Dominican Republic,Dominican Republic,85,6,"intense, molasses, bitter",2.5,"3- B,S,C"
1283,Finca,U.S.A.,2014,Puerto Rico,Puerto Rico,65,6,"intense, molasses, sweet",2.25,"3- B,S,C"
1275,Ethereal,U.S.A.,2014,Dominican Republic,Dominican Republic,80,6,"coarse, mild bitter, raisin",3.75,"3- B,S,C"
1275,Ethereal,U.S.A.,2014,Ecuador,Ecuador,80,6,"spicy, roasty, mild bitter",3.5,"3- B,S,C"
1275,Ethereal,U.S.A.,2014,Belize,Belize,80,6,"mild fruit, earthy",3,"3- B,S,C"
1209,Erithaj (A. Morin),France,2014,Vietnam,"Ba Lai, Mekong Delta",74,6,"grit,smoke, wood, blackberry",3.25,"3- B,S,C"
1205,Erithaj (A. Morin),France,2014,Vietnam,Ben Tre,70,6,"spicy, green, long, intense",3.25,"3- B,S,C"
1209,Erithaj (A. Morin),France,2014,Vietnam,Ham Luong,80,6,"mild bitter, smoke, hammy",3,"3- B,S,C"
1343,East Van Roasters,Canada,2014,Dominican Republic,"Dominican Republic, batch DR113",70,6,"spicy, cocoa",3.75,"3- B,S,C"
1343,East Van Roasters,Canada,2014,Madagascar,"Madagascar, batch M132",70,6,ultra fruity,3.5,"3- B,S,C"
1343,East Van Roasters,Canada,2014,Peru,"Peru, batch P116",70,6,"waxy, spicy, tobacco",3.25,"3- B,S,C"
1331,Duffy's,U.K.,2014,Nicaragua,"Rico Rugoso, Xoco",76,13,"black pepper, rich, intense",3.75,"4- B,S,C,L"
1331,Duffy's,U.K.,2014,Nicaragua,"Chuno, Xoco",70,13,"sandy, full bodied, spicy",3.5,"4- B,S,C,L"
1407,Doble & Bignall,U.K.,2014,Nicaragua,Johe,72,6,"nutty, caramel, toffee",3.5,"3- B,S,C"
1371,Doble & Bignall,U.K.,2014,Venezuela,"Puerto Cabello, Mantuano",72,6,"fatty, rasin, nutty",3.25,"3- B,S,C"
1371,Doble & Bignall,U.K.,2014,Panama,"Panama, Raven",72,6,"mild cherry, earthy",3.25,"3- B,S,C"
1235,Dick Taylor,U.S.A.,2014,Dominican Republic,Elvesia,74,2,"mild fruit and spice, roasty",3.5,"2- B,S"
1223,Danta,Guatemala,2014,Guatemala,Los Ujuxtes,82,15,"fatty, sunflower, peanutbutter",3.25,"4- B,S,C,V"
1387,Dandelion,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Cibao region",70,2,"cherry, rich choco",3.75,"2- B,S"
1295,Dandelion,U.S.A.,2014,Ecuador,"Camino Verde P., Balao, Guayas, 2013",70,2,"gummy, nutty, bourbon",3.5,"2- B,S"
1219,Dandelion,U.S.A.,2014,Belize,Maya Mountain,70,2,"heavy roast, blackberry",3.5,"2- B,S"
1303,Dandelion,U.S.A.,2014,Liberia,Buto,70,2,"roasty, spicy, nutty",2.75,"2- B,S"
1335,Cravve,Australia,2014,Vanuatu,"Vanuatu, batch 2410",83,6,banana nut,2.75,"3- B,S,C"
1283,Cravve,Australia,2014,Papua New Guinea,"New Ireland, batch 1702",70,6,"true to sugar, molasses",2.5,"3- B,S,C"
1215,Alain Ducasse,France,2014,Madagascar,Madagascar,75,19,"citrus, fatty, dairy",3,"5-B,S,C,V,Sa"
1219,Chocolats Privilege,Canada,2014,Mexico,Xoconusco,70,15,"fatty, vanilla, mass market",2.5,"4- B,S,C,V"
1215,Alain Ducasse,France,2014,Vietnam,Vietnam,75,19,"nutty, roasty, odd dairy",2.75,"5-B,S,C,V,Sa"
1259,Chocolate Conspiracy,U.S.A.,2014,Peru,Peru,74,4,"unrefined, odd, vegetal",2.75,"3- B,S*,C"
1215,Alain Ducasse,France,2014,Trinidad,Trinite,65,20,"roasty, sweet, savory",2.75,"6-B,S,C,V,L,Sa"
1407,Choco Del Sol,Germany,2014,Belize,Maya Mountain,82,2,"powdery, bland, mild choco",3.25,"2- B,S"
1407,Choco Del Sol,Germany,2014,Belize,Maya Mountain w/ nibs,75,2,"bland, mild choco & leather",3,"2- B,S"
1235,Chequessett,U.S.A.,2014,Costa Rica,la Amistad,70,6,"green, leafy",3.5,"3- B,S,C"
1426,Chaleur B,Canada,2014,Uganda,Uganda,70,6,"sandy, roasty, coffee",2.75,"3- B,S,C"
1251,Cello,U.S.A.,2014,Bolivia,Bolivia,70,6,"creamy, woody, slight cherry",3,"3- B,S,C"
1251,Cello,U.S.A.,2014,Venezuela,Venezuela,70,6,"nutty, roasty, smokey",2.75,"3- B,S,C"
1247,Cello,U.S.A.,2014,Peru,Peru,70,6,"mild fruit, off notes",2.75,"3- B,S,C"
1247,Cello,U.S.A.,2014,Ecuador,Ecuador,70,6,"burnt rubber, leather",2.5,"3- B,S,C"
1371,Castronovo,U.S.A.,2014,Colombia,"Arauca, batch 280",76,6,"caramel, sweet, delicate",3.5,"3- B,S,C"
1347,Castronovo,U.S.A.,2014,Colombia,"Sierra Nevada, batch 1",72,6,"caramel, molasses, fruit",3.5,"3- B,S,C"
1407,Castronovo,U.S.A.,2014,Dominican Republic,Elvesia P.,70,6,"soapy, earthy",2.75,"3- B,S,C"
1263,Captain Pembleton,New Zealand,2014,Papua New Guinea,Kulili Estate,70,6,"tart, malt, mild smoke",3.75,"3- B,S,C"
1263,Captain Pembleton,New Zealand,2014,Papua New Guinea,"Saidor Estate, Madang P.",70,6,"mild smoke, melon",3.5,"3- B,S,C"
1442,C-Amaro,Italy,2014,Blend,"Lago di Como, Blu",70,2,"oily surface, berry, cream",3.5,"2- B,S"
1442,C-Amaro,Italy,2014,Dominican Republic,Dominican Republic,72,2,"intense, fatty, brownie",3,"2- B,S"
1442,C-Amaro,Italy,2014,Cuba,Cuba,75,2,"intense, ashey, earthen",2.5,"2- B,S"
1430,Cacao Hunters,Colombia,2014,Colombia,Tumaco,70,13,"earthy, woody, smoke",3.5,"4- B,S,C,L"
1430,Cacao Hunters,Colombia,2014,Colombia,Sierra Nevada,64,13,"intense, marshmallow, fruit",3.5,"4- B,S,C,L"
1434,Cacao Hunters,Colombia,2014,Colombia,Arauca,70,13,"intense, spice",3.25,"4- B,S,C,L"
1434,Cacao Hunters,Colombia,2014,Colombia,"Boyaca, Aprocampa Coop, Pauna",69,13,"green, vegetal, soil, fuel",2.75,"4- B,S,C,L"
1395,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",70,2,"fruity, nutty, brownie",3.75,"2- B,S"
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",75,2,"bright fruit, strawberry",3.5,"2- B,S"
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Macuare; Miranda; Chloe formula, H. La Trinidad",74,2,"nutty, intense, leathery",3.25,"2- B,S"
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Agua Fria; Sucre region, H. La Trinidad",75,2,"intense, earthy, fuel",2.5,"2- B,S"
1215,Cacao Atlanta,U.S.A.,2014,Peru,Tumbes,75,2,"roasty, almost burnt, intense",2.5,"2- B,S"
1299,Burnt Fork Bend,U.S.A.,2014,Ecuador,"Mindo, batch 01040914",72,6,"floral, mild citrus, orange",3.5,"3- B,S,C"
1303,Burnt Fork Bend,U.S.A.,2014,Blend,Blend,72,6,"coffee, high roast, spicy",3.25,"3- B,S,C"
1303,Burnt Fork Bend,U.S.A.,2014,Belize,Belize,72,6,"roasty, fruit, mild metallic",3.25,"3- B,S,C"
1299,Burnt Fork Bend,U.S.A.,2014,Trinidad,"Trinidad, batch 05050114",72,6,"high roast, coffee, spicy",3.25,"3- B,S,C"
1323,Burnt Fork Bend,U.S.A.,2014,Ecuador,"Ecuador, Bob Bar",60,6,"sweet, sour dairy",2.5,"3- B,S,C"
1231,Bright,Australia,2014,Ecuador,"Camino Verde, Balao, Guayas",72,6,"floral, banana",3.5,"3- B,S,C"
1231,Bright,Australia,2014,Dominican Republic,Marabel Farms,70,6,"spicy, black pepper, banana",3.5,"3- B,S,C"
1231,Bright,Australia,2014,Madagascar,Somia Plantation,72,6,"sweet, mild molasses, bland",3,"3- B,S,C"
1235,Bright,Australia,2014,Trinidad,Gran Couva,68,6,"fatty, sweet, metallic",2.75,"3- B,S,C"
1355,Brasstown aka It's Chocolate,U.S.A.,2014,Venezuela,Chuao,70,6,"intense, raisins, roasty",4,"3- B,S,C"
1255,Brasstown aka It's Chocolate,U.S.A.,2014,Belize,Maya Mountain,70,6,"intense, cocoa, complex",3.75,"3- B,S,C"
1339,Bonnat,France,2014,Brazil,Kaori,75,6,"creamy, homey, nutty",4,"3- B,S,C"
1418,Bonnat,France,2014,Blend,"Surfin, Venez,Africa,Brasil,Peru,Mex",65,6,"complex, brownie,mint, spice",3.75,"3- B,S,C"
1418,Bonnat,France,2014,Dominican Republic,"Los Colorados, Santo Domingo, Equateur",75,6,"roasty, tobacco, earthy",3.25,"3- B,S,C"
1331,Black River (A. Morin),U.K.,2014,Jamaica,Blue Mountain Region,70,13,"fatty, nutty",2.75,"4- B,S,C,L"
1205,Zotter,Austria,2014,Blend,Raw,80,10,"waxy, cloying, vegetal",2.75,"4- B,S*,C,Sa"
1243,Woodblock,U.S.A.,2014,Peru,"Maranon, Cajamarca",70,2,"sandy, intense, mild nutty",3,"2- B,S"
1227,Willie's Cacao,U.K.,2014,Colombia,Los Llanos,88,6,"mild nutty and fruit, savory",3,"3- B,S,C"
1205,Vintage Plantations,U.S.A.,2014,Peru,San Martin,75,6,"sandy, sweet, nutty",3,"3- B,S,C"
1227,Videri,U.S.A.,2014,Ecuador,Mindo,75,6,"spicy, nutmeg, brownie",3.5,"3- B,S,C"
1211,Videri,U.S.A.,2014,Trinidad,Trinidad,75,6,"spicy, roasty, acidic, dairy",3.5,"3- B,S,C"
1211,Videri,U.S.A.,2014,Dominican Republic,Dominican Republic,90,6,"intense, cocoa, spicy, fruit",3.25,"3- B,S,C"
1319,A. Morin,France,2014,Peru,Pablino,70,13,"delicate, hazelnut, brownie",4,"4- B,S,C,L"
1327,Urzi,Italy,2014,Venezuela,"Sur del Lago, Merida",65,15,"intense, nutty, mild rubber",3.25,"4- B,S,C,V"
1438,Undone,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Nourish",70,2,"tart, tangy, mild cocoa",3,"2- B,S"
1438,Undone,U.S.A.,2014,Nicaragua,Matagalpa,74,2,"creamy, woody,green, rubber",2.75,"2- B,S"
1235,twenty-four blackbirds,U.S.A.,2014,Madagascar,"Madagascar, lot 137",75,2,"intense, red berry",3.5,"2- B,S"
1239,Treehouse,U.S.A.,2014,Dominican Republic,Conacado,72,2,"baked, roasty, coffee",3,"2- B,S"
1418,To'ak (Ecuatoriana),Ecuador,2014,Ecuador,Manabi,81,2,"waxy, mild fruit, floral",3.25,"2- B,S"
1323,Terroir,U.S.A.,2014,Uganda,"Uganda, batch 6-3-15",73,2,"creamy, almond, butter",3.75,"2- B,S"
1323,Terroir,U.S.A.,2014,Madagascar,"Madagascar, batch 6-5-15",67,2,"sweet, rich, tannic, fruity",3.75,"2- B,S"
1323,Terroir,U.S.A.,2014,Ecuador,"Ecuador, batch 6-5-15",77,2,"intense, mild coffee and rum",3.25,"2- B,S"
1319,A. Morin,France,2014,Venezuela,"Puerto Cabello, Criollo",70,13,"astringent, nutty, chocolatey",3.75,"4- B,S,C,L"
1271,Taza,U.S.A.,2014,Belize,Belize,68,6,"coarse, watering, sweet",3,"3- B,S,C"
1263,Szanto Tibor,Hungary,2014,Cuba,Baracoa,70,6,"sandy, banana",3.75,"3- B,S,C"
1263,Szanto Tibor,Hungary,2014,Venezuela,Porcelana,70,6,"sandy, earthy, spice, nutty",3.5,"3- B,S,C"
1291,Stone Grindz,U.S.A.,2014,Ecuador,"Ecuador, Twilght Dark, batch 500414",70,6,"oily surface, floral, earthy",3.5,"3- B,S,C"
